Film,Title,Published Date,Source,URL,Phase,Protest_Score,Institution_Score,Total_Score
Lipstick Under My Burkha,Film Bazaar: Alankrita Shrivastava on her new film 'Lipstick Under My Burkha' - Screen Daily,22-11-2016,Screen Daily,https://news.google.com/rss/articles/CBMixgFBVV95cUxQT253b1F1ZERTcE5iOElMeVNYa096aEU2SkVVeE1SY0w0RkVBdzQxbGo3d2NRMVQ0dS1sSjhCT1FBbFVUb0FlR2tyN0xFYTZ2alFpTldickhVempTdzJWZkI5bGwxWXF2Y054ME9oQWM3UkZacFRaVXY4MEV5SHJ1UGNDWENHbWcxeHhJZnpWRXNubTc2TWRaOE9SQzNuTVI0QnltTm45Smt0QTJpTDJaM2ltNTlpb1l6WFJmVWFocVA3VUJBS2c?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,"‘Lipstick Under My Burkha’ is a film for mature audiences, says director Alankrita Shrivastava - Scroll.in",08-11-2016,Scroll.in,https://news.google.com/rss/articles/CBMivgFBVV95cUxOQzlPWXlUVjBTdGFFVko1dGd5TlVZc25temQ5WkwwRDZBd0ppVzB3NmZ4dkVKbUtmNG5QVnZ6SXBOR3lmRW1yZWtMYldUcTNGTTdDNGZWb1JnQXgzdV9qSEh2QUJnWVFtR2tRbkpPTHRqVUx0dmVCUGY3UnhncmREVDhvQUFyS1NUV1Bic2FzMzJiZkJIVURaSGRjNzdPVlo5U2phQ0VLbG5kUHgzVUpTTzcxQ2g4aXpvNWtIeXp30gHHAUFVX3lxTFB6NDVidDJmTnNYZVBNVlhiMU9iWUU1MHI2SWJKaVExX3NBdTEwMlltS19oRkJZOVFvZXdsekRfTF9Hdk9DbkU0MENIYm5CTHNMZThLaWFFNW16NjVjUXFfVkNEd0kyOVhxUmtaWUZ6VjBISlRtLWR0LVVnQ21CM3ZmYzg1TUxnUmpfbUNsengzZEJfcXZ2UkRScU1SWE9RYk80NHpZbkhlallObGhNVXJjMjhYRjBuZjg4dlZPTGpkaGdNbG9qZ28?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,Lipstick Under My Burkha - The Citizen - Independent Journalism | Indian News | The Citizen,28-02-2017,The Citizen - Independent Journalism | Indian News | The Citizen,https://news.google.com/rss/articles/CBMikgFBVV95cUxOWFpaXzd1R29WNFItcUZtUmZQZWlRMWliZEFJTC13N3FiYndzTUJtcWFWMmVjTjV1M1J4emQ5UmZxUGwyWnNVX3BacjhmbVpGMlRjMzZaNmItLTVDVW1FT2ZHc2w5enRWRGtXeXBZU21vV1JPS2FRZkFmM3EyamxsNTV1eGtiMkdsdWxKUW5ETFVrUdIBlwFBVV95cUxQMTVQVGN0UUJWRTRLSngyd05zQUpWbGw2My1RQXlRRVU5cFZBb1pSbkNLOFB1bC1iNG9QR1ZMbUt5aFZOVko3cGl6MUo2WmtyeVk4RFVKbngwOWFZMUZUOWxjZ0ttUjdzVGh1U1ZwR3g0T0JoSUoyYWJHeHdNLUZkblNFOERKbG8zZ0dhSzU1aWlYNnlIeTlv?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,Lipstick Under My Burkha movie review: Lipstick dreams are worth watching - Deccan Chronicle,20-07-2017,Deccan Chronicle,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQXzl6eVZIZnZuLTJQWWRwVzZOdWRFNG1JOFYzd1BlX2FXY0FoZ0RzQXM1OFZVY2pxYUZ5aldJXzcyUFRIaXo1Rlc5SWZLNmdCYXo5QXFVQ2tSREVZNUx2QUdWU3ptclJuWG9Od0Q5a0JhVklRc2ZtMWg3bU5iRkR6dVpaNXAzdEhoRDdGYWZTelI4TlVxYmhYNGFjUVBjZDdLY1ZGaElqVWFHNkZpSzJBX2xDdWhDdGZIY0NkdUY0NjV0QlhNMGtmci1ZaUtmYWRKbmFKZVBGeVNFZWFC0gHiAUFVX3lxTFBoX1d1Q1B2R3UwbUJFUHB0X1FiSHo4c1JjRnYyWUFjOGZFZGpMMGdtaFR6c0s5STR6MXp0UG1FSFh5RUlpQTB3R0NBV05fVnBVaVpMVEU0dFRZSkhobkRIUEF3dTJCbGlnN3dzSzdrRVJBVHJSOUZDWlhVMnlhRG91SFVrSXZKQ09BdzVDYjBXOFlzcmVvVy1FRllPdk9nLWJpSnRHZ1JiNzRENHRoVTRKdHRQTXM4a2hGSXdRallPNHlmWHprVmw5Z3hTRVM0TFV1OTY1VWpVSGZ3aGFBLTB1Znc?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,Lipstick Under My Burkha Will Be The Opening Film At The Indian Film Festival of Melbourne - NDTV,30-06-2017,NDTV,https://news.google.com/rss/articles/CBMiygFBVV95cUxQWUdpZUdFSDMzbTAwaHRoRVdlXzZOVjhjeHk5T3VWSFFLMUtuTzV3bGd5RTNKX0VlTk11ZDB6ejl1cmo1MzlPZ1FlZWZnZlJKTGNxUmFzWFMtdDJicXFXRmJMN3FYNGRYbWR4S214cmhCMUtpbkZIeHhDNVV4REQzLXI4cFgzTWxTQ3NzbkFmVXlzeHh6TG9nV0hCQWdJMTVPZVVpc05HdzdpWG52VUZvOWZ5RmROd3gza0tQTVFFQ3F3b1Rzejd5QTV3?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,‘Lipstick Under My Burkha’: Times when the controversial film made headlines - Times of India,27-06-2017,Times of India,https://news.google.com/rss/articles/CBMiigJBVV95cUxNQXlLMUhYUnhTcUY4NDdVbEZQUVZWdktTczVTcHl1R3FnZGsyRlVSR3FqVTRfVFp2aWY5N1NJbnA1cS1mMms1Z25Zb2hPVFpzU0x6TldLZElDRk9ucU1IRUo3RHFGR3JONDJqOUhwU1A0aHNrdUZLc29YOVFxbVRCMlRNOWljaWY1NmtwOEtmQlU1bV9hZ291MnFlZHJMLTBqblh5bE5PVFBQaVgtTFdITnNPLXZscTU1LTI1SGZFeExKQ0hLQUt2VkR5ZG9LdEFlMWlKRG5OVHR0TGxucThRUDVqS21ma3l2TXEtdjcyc1g2MGczQ25XZlBPSEY4RkdIY0JPeDRDOGJLUdIBkgJBVV95cUxPZXBDM2V6Yjl4Zi1pRzdTTC0yS2ZmNGo1MklXeHZyZzhIUmlFNmRYLWctbUJDdkdlY3E5elVVMjY2NHV3Y2MyNjVaNHNEME1TSmo2ZG85ZDY4M0xicDlQbHl3Wi1DWVNFV01mbGJBSTBpakQ3cXhlanlPWWIxTzNvS3BsZ2xubmdjTnQ4S2tqcGlJSzJ2QTBmdXIwbmRJdll4WUVCcWZZUi1XVnRFZ2NEMVJDVW8tMk9WUU1XWkNMZzZ4NlBSTGE5cTZiQUpqaGtwY2tGVkhIOTEyWk9VdFNUZ0RCT0xLelJQTVhLMDM0OFM4cEdzZ1RBb0Roc3FHLVMxcVlBRWk0Nm9qSzlnaGc3STFR?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,'Lipstick Under My Burkha' gets release date in US - Times of India,25-08-2017,Times of India,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQYjNIcjlJZWY5SXJpMVVHcks0dVV0OWhLcWEyWm5mMFA2VFVQSGUtczNWM284Xy1XT1d6enRIV1QySkRiN3RTYUIwTl9KRk9aS2dHdWRPd0tlRzVIek5fUjU2aHdrLS1ic2Q5SHZEU1ZBN2VjcTFueDU3V3BoTDNRNWdWWGRXRHJjU2lNTWc0UUlWUG1mWnRtUmVEc2Zxcm5TM1hNeHpudVBEMHhqUUoxWFNSa3JoYk8tWFJCZWdRZW9nUjYxcjM1anhVeFZQaGxzM1ZpcTVnaEhfS1Jf0gHiAUFVX3lxTFB3dDVncjhoZXo1bmZjT214YkNrdVpJWDBPMWpyOUR2SFh2VXFqekNLNWVNTGVQdU9WTC12UUtwS1ZiSFlqWW5FS1pvYURHVkJQZTVZaER4RXZ5X0V1MGV4dF9TWVVRSG9ueDJLSTF6dWpGZ3ZfWmhrVVAtN29FSjZXUHdUOVJUVkJlWi1CcmpWNnpQNTlEVFRTR0FRX3g3ZDZaZ1d3S2E5dmdIbjVtSkFTRVhDR1NOdUdCZENYa1MzaWlSeE9OdktweUZ6WkhhVFhxV2RLZXlrWGNna1JucVBNZEE?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
Lipstick Under My Burkha,I hope men watching Lipstick Under My Burkha wake up to what women want - dailyo.in,30-07-2017,dailyo.in,https://news.google.com/rss/articles/CBMiogFBVV95cUxQMllMRHB5REh5RWN1TWVLdHV5RS1OSU1DTlNuV2l2RjBVd3hTaUR4OF9MWEx4aWxFWXZGMGFFQXBsTkttOVpXNHB0NnpfUnd2N1hIRDlUNGlJLWl2RlhfRE5NNzFQSDNsT0ZXQU9HNmNrbGNva3lVR0wzaVNJeGduMzVpWWxvemdtMEtqWGNJekFaWUh1VVpWV1FSRkFpOEtFWGfSAacBQVVfeXFMTWNyYnlsV0FmTU9fMUQzcUxtYVpkWURGSkFSNmlVZUQ3czhZZWlXNGlaenFGcjVVdXR4Ym5VU3BHa29YOVRZMEdMY1kyV1hSZkFPRG5DZjBKdURXLVhPZENRYXBLMjJXSE1NUkFnTGRrV1F0aXcydi1jU2FhcHBzVFFDc0Z4ek93NUtmSmt3MDZfcm5CRVAtcmVBN2oyb2JpWFpTcE1NUU0?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
Lipstick Under My Burkha,Lipstick Under My Burkha: The feminist Indian filmmaker taking on Bollywood - Australian Broadcasting Corporation,16-08-2017,Australian Broadcasting Corporation,https://news.google.com/rss/articles/CBMisAFBVV95cUxPbUFuWWh3VUg1WUMzT0FTMHozQi1KVXBzQnFLQ2JWWlNPUjFpYTZ3Y21maGVxZy1sMTZFbDZmR2VYUXZOelh0LVptZ0RXZU5Va045MFNxaFZxX3FNdUZDTFpXc1R4MTZwRDZzd05OVWhFWVpPSHJtZ2pUOG1wSlZnWGdOSS1aaHp2cEhaSlpjQ0RhWkYzenhYQTJnZWI2ODhJc3YzaXg2ckNhbXRCdFNaUA?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
Lipstick Under My Burkha,Lipstick Under My Burkha: when real women take over Indian screens | BOOM - BOOM Fact Check,06-06-2017,BOOM Fact Check,https://news.google.com/rss/articles/CBMikwFBVV95cUxPVXc5bnQtODlvdEJEOUtaVzdDS2dnNW5KR05OMWlhUmlzMk5CU2pvb2szRkZOc29sRF9fYUtfcXdLN2o4b2NabTRCdEdHeDBUWUFES25KblpVbXZVWGZLb2NOQWtVMXdaSnRLdkZ4RHl3NDY2ZzhqVlBiaW40TG9xZDNGUHBhdnREakJoMEx5TEFQMEHSAZgBQVVfeXFMUEtYQ3M4TWpXazJ3X3VwZ05uMTJnMWNLWUdJTGxLSGtHSWd0amxqYUhndldzN3EzQUs1b3NvQ2hKSDJyRk42ejlmWXFaaDllTWdZWXRtZWhNOVJJcXZaTTV6NGxaRHUtX2pFUzg5RzhmZDhjNG53UFdEeDBWR3hkZ0JPczNNUjNBdk16dHk1TTRqdXpkSFJ0c2I?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,Ratna Pathak Shah on ‘Lipstick Under My Burkha’: ‘My hope is that men take lots away from the film’ - Scroll.in,01-07-2017,Scroll.in,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQcTJpcnJyQTl5aUVURHFObzdFMUNLZmhfOWptWVdEZmJHc1JETS1scW9yVzNDRldxWGZ0d0wzVEQzaGRkRGptZDd1SFRZVmx4WGppb2U0QUlLdlVLOV8xVUljRGpXWjd1TTdxRXNXRHVZNVJ3N2NoWFktN1FIc2l4bElhenVZSG9QdmJSQVVBSllSbWxocEo1VHhZeFJmNlpNX0Y4akpENnhhVjRoWXBxellSUmdMZ1dqTUZJWjU1U3FjUdIBywFBVV95cUxPNzlpQndUQWQxN3Byei1SN3NWeUlWUWlBUnV4VC1qRXdNaE5WLVVLdS1oMkEtVzJtQjBiZnltU2FWeXJsZkpsbWxkRGVDTFVzQXFfU0tLQVViUGVFTW5ndFdLQUk2dGxJN0hxT2JmajlFRUttajkyNnVlWkxnaE1EY1R2TTlPNWQ4a2xoVFNocmlBTElNUXNNejNiTTFCVUduUVBNWmlBY2VFSXRIUEpoajhqRDV3MW9qaDdCVnNQOTZXWTBwRGdHc3RJMA?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,"Lipstick Under My Burkha movie review: Risqu©, risky desires, and nothing but - Deccan Chronicle",22-07-2017,Deccan Chronicle,https://news.google.com/rss/articles/CBMi3gFBVV95cUxPbnhMN3JzNG80UDI4YlF1NGpxclBxeWNqbFFBeXJXc2JwNkhJVVZqelA2WTJkdi00Z1Itakp6TWxJSTRUQzRfTWFzeHFWUHliM1FmWTZGNk80cXJSMVFyQk9YY1ZUTGVmSEhhVk9haF83M2pEUXRxZXVhTDBoLWo5S3pUeTJGMUFQakJyb0I1T1F0NEluQTNaNmpfRWdfSjZUYnV4LVNYTWN0dUZYUUJYbXlkaWJrWDJjc1RYdDZ1Rzk2Yk5RdV8wLUpuT1hTZnROLXpkOVlCVXBleUd0bHfSAeMBQVVfeXFMTXFub2gxUEFiemk5clhsQVcxNFg5Y3NRbzliWmNkTGNwWEVjV0FJZjZ0WHpJSXgtQ0VnS3ZkeGhOOENhUURvMUVBd0J6Z25yZmtJNlhPYTQ5bkZEdXp0WmNNMUd5XzZ0WW1POFZjOXJua2hwZEV6Y1pUT1JHMDAyemlNeFQ5aEVuYUM2aTBZblZQUDJsd21QNUd5SFlaQWNhVk1EQzM4N2hDc0ZfbWhOa00xSUJadkkwTzhvb1U5WFZaT0dCYUMtR242VU9WakpLMk91dGdxc0JkRlp5ekpweWRVSVU?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
Lipstick Under My Burkha,"Lipstick Under My Burkha: Got a problem with 'lady-oriented' films? CBFC, please resign - India Today",24-02-2017,India Today,https://news.google.com/rss/articles/CBMizAFBVV95cUxPckZ4SzBfSnU1QzYxcEhFRmFPWUF3UUc3UXFmM0RyS2l0cWdGUFJkSThOYWlqeDVZU3JldDV6ZF93OTZlNEdiWkxBV2xKbFVHdUMyZkVJdWc5OVRNa0Z5QnA2SGo4dnZXak4wOGpuVlE3dy13eG5UbDVNQ1RzZjByN2d1OVlHQ3RCT2xPR2VKRHRXTVhZZkdtaUdickdmMFNEU0lqeFNKWlR4ZHNIS0JPcW4xZXd1dmRpalZyaXFjc1hfODdsOHhiMTlHTmHSAdIBQVVfeXFMTjBUWEkwZWxUXzl2Qm1IOFRUMGpPOEt6Qzl6Rk1uZ2hFdEVyeVlKbGtQM1ZrU2ZWcy1NNDVDUVd2aFJ2NmhkUlJhdTVZdmVOZnR1eE1HOUQ1RlNPaDEwdF91alhDU1pLLU8xb0xhaTBhb3ZYbGxMOTFhRTdEXzEyZEhmSjVxVXkzS2hJQUxwenVoSWdrU3U3WVQyZndKQURKZHNxVVAxX2dMR2NfTUJuYWQzWlExMDRGTC11cUtGeGhsX09pZnlMT0N5cUZ4LWxEdnFn?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,1,1
Lipstick Under My Burkha,Bhopal body against Lipstick Under My Burkha movie - Deccan Chronicle,26-02-2017,Deccan Chronicle,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQc2NTTm5kSDZ1TTY3SWVjNDNNSDc1N2xVUUNSMDNhZGtfMGYyMmgwcjh5X3k2UERsU3BnZzZDTWhjRUk5XzVibDBOLTVhMFZMN0tIaWpMUFZXZ0FqYzRiN1BoZjVoYW1rd2R1bHh3aEwzZ3d2VUNIXzNfbUd3T1lWVzcyMndqSUxaMUtXc2xQVS1VcVVvUjJNRVYxbzVwZVdzWFRUemVjNXZfTy1HZGJwQ1YzLWxRbEVH0gG-AUFVX3lxTE9nTmZuZUpqdUNUdDVTMWdZekpVQ3hTOW1LZW13aU9JTkJydmFoM0pPWi1oTmxSc3VtNm1tcWhYVkhMaW9OVjFqZVBOQlFhU1EtQlpxcUFPT0U5c1h5RU5Db2VKTjlENi1vcHJNUHlRbzBlRUh4cExkVXdKZHFEZWE2S1QwQmJlcVNEV3NXSW05VGpkQVdhU05WQ19udUExMWZNMDY5OEVDemEyRkVJa0djWmllZXNQUFlGRmo5anc?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,"Censor board completely ill-equipped to judge a film, says Lipstick Under My Burkha’s director Alankrita Shrivastava - The Indian Express",05-03-2017,The Indian Express,https://news.google.com/rss/articles/CBMi4gFBVV95cUxQczFMTDVZbFFLN2NPYWF1NlAyb3R3bjdtWXYyTVd0Y0FjZXZnOWZfclBvU2tHSXBzaW1aTDVoNE5uTGZqci1VRDZtdmFPeENuT0NVbzZUYkt4bDFQVkZFSmtZMEV3YWhadVY3Y1ZaZ1ZITEozV3hvUkw4ZmpMVmF4RThEZTRKMWZTR1YyNFFra3dvVi1aXzdpUFNTZWk0eTZLTFMwTDNkZGExY2Jlc1VsSWpBLXpENzludlBJR0gzeGdELWlvUEVYb0lhRXlBVXNtZHVVRDN4RDRFcW0xTV9wYi1R0gHoAUFVX3lxTE5VT0Fna1luYl94UUpvLXJsSVRBWGlqb2RwN2xTcF9wSUlqYmJlMUxWTFJ3d2U4N2ZJSGROWFVvU2VhdU41Z2xDcXQwTVZOd2xucHRBTlQ5Z3dfOEdhaGpDMDZzaUgxMmxtWVZpYnNOdWM4SU84RXU3TWVYV3AwaHA4WkV1TlJCR2FzM0pUVW15ZXQ5QzcxeDlRcGxFREFEVFppOVBVYV9COHpsWk1wOFR4X2lPczFVMFg3ek0wc296QmpScU1BZ3pYdkpoQ0puVEpiOVZZejdtU0NvVUFvUjBQMTB3SmN4LTk?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,"Lipstick Under My Burkha Movie Review: Secret Lives Of Small-Town Women Make A Bold, Colourful Drama - NDTV",21-07-2017,NDTV,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQMFVqWjNtdDdtSHV5NS1QUXBsd3F4UjNBX2JOZ2FQSXBrMTZVRkVraHFwT1ZqUzJpQ2ZlLWZ5T1FKWXc1QWdrNEN5cWtNM2hnQ2N2c2piZnBGMVA3TzV1WERxbDdCbzZsMmNwR2tURktIdmRYbGR4LXdicXU5cjBNNnlTRjBTT2J4bTVON2ZwdUx2SGdnSjEyRk5YZjZmbU1tbVFfWGhTOFBHS19TaXA3U3Y3cnJieTlNajRfY2dzczBRNjhpeUFXdDBFX2FMUzk3R0RCM1hlOF8?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
Lipstick Under My Burkha,'Lipstick Under My Burkha' wins award in London - Times of India,30-11-2017,Times of India,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPNFFNM09QRktyRThYbkpmQk1lR1VrU1o0amJPNXRVaGNZN0dTeGtyclg4c2tla01NQ1FIbGdpekVkcWFSRGVBRTFHb2paREd1cWtRcm1XOGo0ODQyQlVxVk1USHFncVpqZVFzdENRNWIxVUoxcjQ1QkVXaDlPX0xfYmZqS1NLTnVIT0NuYWJFc0ZlTzM0LXFqM2FmS2FzTFFtX19DYWdMZGllN3A1ejZKS05BdjY1OXpuTVNMZERacmgwR2lhOUFuY005anNVejV3elBIaVVINVPSAd4BQVVfeXFMUEdRUmVsbWdTR3RHc0o2YmFVM0E3bVBSc3YyRkJHVF9YUVB6LS1UemtFcVpJa2JIaVUwY3hjNDNnXzJYVTc3dzRaemRra1NyVS1GQllxcHpiVTNJeEo5QjBtUlpXbFUteDUyTGt5MjdvOHpNSWtTLXdHckVLMFpHLWRPRGl5a3N5RFVSVm1rdGU5NFJjWFBQQjMxZVA3UHBLVUVCekxobWlCT1JISWVzRENkc3JzcW10RzR4aXdGdl9HdHFuQmVsVFFlV2JvbEFWRHVLNl9RM0Z4YzJUaFFB?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
Lipstick Under My Burkha,"NYIFF 2017 Film Review ""Lipstick Under My Burkha"" - One Film Fan",01-05-2017,One Film Fan,https://news.google.com/rss/articles/CBMidEFVX3lxTE0wMk9vbS1NSkdKNkZJUEJTMC1kYmRiQmJia3F1VFItMkhIdnN5bmgwVTZoNnJyQ1NFaDc2T2IxdHhfV0dCN3dyUnh2ZUlDRlR2U2NIV2tVcHJnRFdWdXpwVzd0VGtONEI2UVhkT0FUZjNoWklP?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,India Blocks Theatrical Release of Feminist Drama ‘Lipstick Under My Burkha’ - The Hollywood Reporter,23-02-2017,The Hollywood Reporter,https://news.google.com/rss/articles/CBMiywFBVV95cUxNaGdJbWxqSExFbFJUWDl5aEZKWXpyNHp2OWNqN2FmRUI0N1NWLTQ4cUU4Y1cyUjNTRkt1emM2VHdjelI2TWJDX09WblFiSzdCWTI1emQyMzVnUk5XUzNxdnpjTWFtdk1qeXpCSWxIX3dkMlZBU3VyV1RJZ1JoY2NIbUIzSHVnWGJDMTVvU2M5ZXV3UkRrRTQzb3JIQW9rUC1JS3J3NkFVWGhsVU1qQlJCbDVkTzFLLUxEUWxwa21kbXRtMzQwOGtPZG5EVQ?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,Lipstick Under My Burkha review: It's the 'lady-oriented' film for the masses - India Today,21-07-2017,India Today,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPUjBpUDhONzc0QjV3c0dXWFBzYU4tc1oxX25FUV9IX3hMVFdWRlhyTGFleThxLVF4ZVVZeElLOHZCTXFZemZWbnE3cFBQTzVCaXIzbkNEZF96NHBQTk15VkJKWnp5Zm5aQWdITFVNaXVnS1dHVGVfOFJtbnRoTHVqMjkxS2d6V2tUWWU2SUpRVVVORzJ3Sy1rVE12OHdCSWFVZzdLbmdXc3ppM0R1SVBfZXRjQWh5VWlxMTlZ0gHAAUFVX3lxTFBfUUliaUM2RThsaGZxMTdWRGNQcUI2eldJMFlGX19hMnltWUVFOVRIT2V0S2ZRVE5TQjRHWUNZYzhxa1JZdS1xYTR1aHhhSS1OTm8tMmpjLXRON2E3ekNmUEt3UWEydFRrcEFhX1FkMDJibXV0eEs2aVNOdy1ybWt4TU10NGFhNVM0Rk1ZR0pLTk9YRHFNVVFyQThtT1J5c0VxLWIwQUR3NExLWHNiektsVk9CWHhfT2tEZXVpckUxdg?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
Lipstick Under My Burkha,Feminist Films Push Boundaries In India - KERA News,03-06-2017,KERA News,https://news.google.com/rss/articles/CBMigAFBVV95cUxPUk5uaHVHWTJTVHRoRFhBYW1pOC1VYTltMTZBS0dBY3NTbk1qZktQMUc1LWdpUnd0aVNSWW1ZNWNIaThjRUFJS1dQRmVxU0xpU3lIQXFYSFhyTWYyTjVETktZclN5emRNT1g3eXNKVTBOUzJ3ektGV1B2cTlIMElpQg?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
Lipstick Under My Burkha,Why I Was Disappointed With ‘Lipstick Under My Burkha’ - Youth Ki Awaaz,26-08-2017,Youth Ki Awaaz,https://news.google.com/rss/articles/CBMiigFBVV95cUxPYjFfNHc3RlRrY0pYRzI1U3ZwbFdydlRWY05EX01tZkR6SlRZdnNTaHM5ZkdVXzdVejliS0Y1MWtoTmpZcGdiMlJ5aUY3UUlSbGYyUEdZcTJPVjNzSUo1S2lqZU0yWUhWVlZGRlM4OHNOT0dlbEZtaUYtVWE1Q3dsR3MzRjExc2puVGc?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
Lipstick Under My Burkha,Here’s Why I Think Every Woman Should Watch ‘Lipstick Under My Burkha’ - Youth Ki Awaaz,25-08-2019,Youth Ki Awaaz,https://news.google.com/rss/articles/CBMijwFBVV95cUxQQlhBTWhpMUdwUHU1SFc5U0RJTWJLRWg2VHBWU0hPSGlSNEFVRXRBZFJ4bDVaMlZpampPamcxZkZieVY5MlRNQThYVTVlTldjcGFUbGs0bThRLU16eGs2YlUzaFp2S0xxcVJLbkd3YktaSGpjclF0bGVIOEpDVmZNMUdLU0VvbDlYdUhZa3lYUQ?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
Lipstick Under My Burkha,"Voices of women have to matter, we have a long battle ahead: 'Lipstick Under My Burkha' director Alankrita Shrivastava - YourStory.com",22-07-2017,YourStory.com,https://news.google.com/rss/articles/CBMijgFBVV95cUxObnFpY0pFdGFWM0FRWHcybno1YlBSRjhDZ0otYjVoazRsRVBNOUFkZ0swbmxiOE92VUZzTWEyNTd1eFFnLUJmTVo1RDdtRVhvLWUyN0E4TlUyYVJIeWowNnRoNThzMHJiRHA0VzdOUmRsTGowREtxRWVCcUxlOFA4aGI3ck5PM3lWNjh2NVZn?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
Lipstick Under My Burkha,Review: Lipstick Under My Burkha Is A Fierce Roar That Should Not Be Ignored - iDiva,26-07-2017,iDiva,https://news.google.com/rss/articles/CBMiygFBVV95cUxOa2VnYUstd1A0OWZGRmFYRTQ3Y1g4c0FfU1JoU1Ztekphb1MwbVN5dEJWWVlYZWNac08xV0dENkhkVGJYNXYwVzVDS2dBOHQwanZqWloyVWxuUTVpTDJrUzJiWE1BSWlmalJHYjhkY1VpejZWTHVzSElnbndjeWdHaWpkT25UcldPbFFQRjZZTHBlUG1rS2hQX19jWWhjdV9TZGRfM1lzM0E3NzZIbXJhMDJfeWNOdFg3OHJmZEQxYVBHRllhdWZSVDB30gHPAUFVX3lxTE1BUU1sRU1qOFV4dnlUUzI4M19SQUhpcXdPSWo3TFpqQkZoZ1NrWWJzZ0oyNEZjb19RREpDZGE3V0lnRTNmbXVMWjlQdEVRcWhKY0Q0akxzb083elNfMVlqeWpXcEE4QjdNLUJqTnFFdmFIWkl5RzdnQ3hWV1QyMFdFMFA5M1czclh5MVJyQ2lqRGxNUzRDQVE5U1VQQ29mdHM0TzlLOGo1SE9FNWNhbEp4dUpDYzNtdkJUQW1IWGlFdWI2YkVGN1czbnVVYTRQQQ?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
Lipstick Under My Burkha,'Lipstick Under My Burkha' quick review - The Hindu,20-07-2017,The Hindu,https://news.google.com/rss/articles/CBMipgFBVV95cUxQeUFER2JiVGZVSm1PVjRRVFRKRVNSRW5hYmZuNW1yc0RZQ3ZzR09IRVhHQTNvZm5vbExBVEdKQTBSNmhkcWF5eVFNM241cE90ME1zVW5LcEE5REQxenR1bFdjQUZNTVFYZ0xGMExfZ0k1UzhDbUZKdFpfVG0wLXhtakZQSU5DaFY4SVlFalJmQ05zNjlpT19wbFp3cUs1YUY0Sm9EaFln?oc=5&hl=en-US&gl=US&ceid=US:en,Pre,0,0,0
