Film,Title,Published Date,Source,URL,Phase,Protest_Score,Institution_Score,Total_Score
The Kerala Story,Social Media Erupts With Praises Over Vipul Amrutlal Shah’s The Kerala Story 2: Goes Beyond’s Motion Poster - Filmibeat,28-01-2026,Filmibeat,https://news.google.com/rss/articles/CBMi7gFBVV95cUxONVRXT2RaNWtMc2NjU1U4YThiQ01iZ3dyRTRGMkFmM19md1BjMVpuSkp5TDBrN1FxWk96eDV5T3BWVzNfYlp1MzN4ZFoyZjFKLWpna3lDVkhkb3h4OHkwSzJwVUxSOWRhSHgxZXNnejlFQmdHLUl3bS1uRXhMYU53WDB1NzBRTmJJY09rVEhMVEtGZG5qcWl2bDVHb0VvTTJiMTZvbWROQmlOZHRIUlVIaG96cV9sWnlrTHdPSEZCWmt0SlVWLTBqWTlFcnRabDlSOHJXa19JaFZ4OFhpMm8tLVh0Mk05SmxfNEhadnNn?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,National Film Award jury member says he raised objections about The Kerala Story: ‘I labelled it as propaganda’ - Cinema Express,02-08-2025,Cinema Express,https://news.google.com/rss/articles/CBMi8wFBVV95cUxQclJoTjJtelZXOUwxM01EMjZRMmpVNFpTcVpLQ3g2TnJmMHNQb0NQcXNfdlRJSExxYmVHOXF4MnB3UTNMMXFlQXdRc0ZFSVRkQ2traUhoejNwektvQm5fUGRnT3luSWtYR0l4UFRuaFhnM1dyVnhfUmdMTzNsZWRqT1U1aGFTbmdrQXU3S2N6SUJkV3Zzc1VfN21BZkh4dENZcFZhUFNaOXRoQTZ0bFVyQVdJa0NqUmd4alVDYjRlX19CMVZxa0k5Q1JzRVlYazRadkFvS3ViWUphUzd0NWJFNmZ6SmlWeVl3RFpLVGhVbTU2cXfSAYACQVVfeXFMUDFsM2hEa0FOMGgzallBZkVLTDJVVWl3b3U4c3NwTjdHa1Ztall3MmxHYnhDYXV3OFZ0R0ZmR2JYMll6RTZUVFBqZThlMDJtb29FN2JiSXdBZjdnNG1sWjFIamJFczRmR05ZLUwwSGtNckIwVHFPa0twb2VUSUJlQ3JvR3V3U2ZlWTNzRklYT1dVaHRjU0xtQ1lGMWxlcnlJQlZSby1zeUhjRU51XzNZMXZzelBXR2dac3k5N3FQVDF1cFRzZ3JOb2RhOGZieEZydjlkd3FLTUM3YWM5RzdsUU9RYzNfdTdLT05Ma3RCSUtETG45UlBVOFIxSUNpYmhjQg?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,Kerala Story National Award Controversy News: FTII Students Slam National Award as 'Dangerous Propaganda' - Deccan Herald,03-08-2025,Deccan Herald,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOYVNBUzN4dlFiUDhiNFFFUHB0bFNHVXluc3BCekh5c0VJbDVqZHpqOTNJbmpxQWhtaTJMenhSYjZGSXIyZkREUWFVVmVTQU9BRkg0ZWZDZ09MUUw5LUtFZjhxRU5Tdlprc2N4bFozWjliYm9peXRoOElLMXI4UXF5d3RKNjNac0ZJcTV1clNFUjEwR1Y3eEtVTHdSZkVqWGNKdUdfYmZlSWJ2elJLLW5mT044QjE4cFNtSVZ5a3NNcTBpUQ?oc=5&hl=en-US&gl=US&ceid=US:en,Post,1,0,1
The Kerala Story,The Kerala Story director Sudipto Sen slams Filmfare Awards; makes indirect dig at Laapataa Ladies: ‘Fuss in the name of cinema’ - Cinema Express,14-10-2025,Cinema Express,https://news.google.com/rss/articles/CBMiiAJBVV95cUxQUmVqQUxBNXprWUM3dDZhMzFwU1hFRU9QWTdMa1A1VnBxNGd2Sm5QdGIxY0E3aUZyY3c3c3JPMkFjLXRxSXV2YWQ2SDJSQUhZQm5HWmNZaWN3RjUtcGtvUGdodlVObTA4ek52VkFyUkNBem5UWXo1RFgxdk9ZWXJESXRCdk1mdWdJNDVhOW9wUHdMVm52NTFlQ3QzUWpnVHFIY0xjMzZaalZKUS0ycDd4OUR5d2ZScm1ZSG1fNGFDN3B2eTNaVjRvZjNqOHdrbC1laXk3d21JTXpvT2x0WDJ5X1RrUHYybjFrNGxJWFU2SHlkaTB0NFN5RGlTWVczcGYxRXY2Q2NBcWnSAZYCQVVfeXFMUDBaYUhOQ1pzcno3ZkZvdUc4eDdwV1dnS0dJWlJhX1R2UXZTTmFlSjZ0YkhsczJPdXR1QllWYUZiX3k1UTVnZnRjQmFvTzZNLXNrMHplVHdIN1FUR3JSVnJqaUktY1ZPVzlrMWppVkdIQkVqVDdudklCXzRlSElyRkpTcWl4ZDc3aGNybTA0NXI2OHVlaGl2d3lfWWhicTJobmVfZnYwSzlpdHhsVTYxQlVpYTFBUV9vMzZUS1hPNkgyNkw0RDdQMGhTa25OdnpBaWRsbDYwYmNESWNtbm5NNTFTVGlXVjBvc0RROUlOdUx5cEJ2WkExWHRwS0VNVU8tcjhmbDNDZ2txZ0hKMExSMU5FVDBzanc?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,"The Kerala Story's sequel under production, to release in February 2026: Report - Moneycontrol",31-12-2025,Moneycontrol,https://news.google.com/rss/articles/CBMi5wFBVV95cUxQRWZrZmxPUF92OHlMVXZFazdNaUR6ckVwc0RXNkg1ZE0tNzg1bDRrT1Y1SXloS2xNRGFKUzY5UWYxN1pyVnF3a3NvRFVlNkpVUW9qTFczeFRXakVJWDkxZ29mY0s5VGRrTW5ublM2Q2c2MVRCamQyYS1XLWlYWGJ5VTk0MExfX21uRDRUcV8wWHhEaDhPYklCUTd5UlFBOHYtVlZTSjhQaXh1aFlFWXNuRFdPVDhKbldFcGprZ1k5S1cya0FEb18xWW5IcFV5c0k1ZG84bGJqVkhDMFRHQ1lQWWI5WGc1X2fSAewBQVVfeXFMT0FoMTgxZWd2blFwVTY4eF93Y21zRGJxX1dxSXpQcllRQkhuaG5MU3FkMG1qTWlTb0FQWmJvalppNF95Z3NZRzBvOWNnZW1tclRSdkc5Mi12MDdkWi0xRlp5aUlWOWdjMGVBTTBQZzJpTFlTeEl0dkZFRThSQ0ozejREODZlYXJtM0wzTWw2cmhld21FRktMbHRBelRuYktpeFdDNkNQcW9Pa0xibTFrdExwaFNoeFY1S2NtNnhFQ3FUcDdlcVVESF9Qd25kd1VNRUlPbUhkRDVzTXMwNUJzRl8tY1c2ZnpucFh4S0E?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,Exclusive: Sudipto Sen Reacts To Chief Minister Pinarayi Vijayan's Criticising The Kerala Story For Winning Two National Awards - NDTV,02-08-2025,NDTV,https://news.google.com/rss/articles/CBMi5wFBVV95cUxNOG9GQWxlT1F3NExzY3Z3OG9hcDlhb1B6LTVTTi1xcEJiZXhPS0FSWTc0ZlRINkJlQVdIQnlBcEliMk9pZmdLQzlLdU5iRUdockg5ZWpTcEJYS21SY0h0VFVZNjNabU52cEo2NTVMYWllOW43TFV1anJHd2VGREp3aVd4cEM3WnFSbWdHRGVIZW82ZXI5T2ZLTGM4YW8zbVNOQkVIbWJhVy1XMTZ1LTYyeG1ZNXd2QmpYZFBzS25IYkVvazJ4LVJxNEtyakhod2RoaE5BYlhQWm9rTmVZNVVTX0FXYjZZRUXSAe8BQVVfeXFMTV9EenlrSlBrU2YwZW9xR3gybDhUM3V6SUhEOENFOTVRLS1HUUpSZXRkZ1lxTHUwV051eU9vVEY2ZmJudVZaWHZLRHBPeldrcFBLeUpiQWxHUFdLM215MTktQmUwRXlvdHVBYjBMa1NGU254b2xuUHFRZDV4d3hUaU52aUtXNHZ1bS10UmlLY3puXzJvUmpXWjIyMFd6Uml0RVR1VDBXT3ZhbWRlb1Jkdm41U0xEMmpyZ3lQVmV4RXZjcFRpWDdrRHlnb3lJUlJSdHc3RWxOTzVRRFZ6eS1LQWVXWk9SVmxINE5ITkQ5T1U?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,"The Kerala Story sequel locks February 27, 2026 theatrical release; details inside - Bollywood Hungama",05-01-2026,Bollywood Hungama,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPQzhIR0xBUXU3ZkM1alJhWnVYRmR6TElnQXA2dDNzeERiekdxbGRPZ0M1aTl1RE5mMlB4WXA4QW5Nb1NzMl9NM1RSWWNHZTZjSThEa0t1UGZ2OGZWUU1ZZTg1cndVU3NHZm9DWjBwb3ROeFBlSEVWSndVQ2JEanA3VzV3R2NPX3ppbXlfbzlDR2NaMG4tOF96MVA0N01saVZuUkdMdklaeVJwbkNUZDV6RThlZUFlRE9wbl85dFl1eVZEQnPSAcgBQVVfeXFMTzA5VE9QUW5kYmY2NUtsQ3hiTnBZREUxWTFrNU9IbGdkYUJBR1hRYnljSm1GN2w5Yi1YY2ZKb216a3FNNDBqaGcycWJPcTNfTzNPbmd6UEViV3pIZEhaMjltRmZORUl6M2tlWWNiZDZpZktpTlUwRVRYdjVLYkNsbmZxZlU3eW1tNllGdW10a3RYVVNYVmRIUFhnMlE4VUhqd2N1cHRwNEhkbV9NNlBGdXRDRkU2OVZjUVNybldjNzJkZ0pUNFBtSFk?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,"‘The Kerala Story’ National Award win: Director feels Adah Sharma deserved best actress, calls industry v - Times of India",03-08-2025,Times of India,https://news.google.com/rss/articles/CBMizgJBVV95cUxPNnpRQzdNZjVOSlVyRFk2SU9mMTlJenZNNG5BUF9uVFdDeXNsLUl2Ym54T2l0a190WlpfZ09HVkQxaGxQM1JSX2ZzbXVfbG1ydXJITHh1N1BYdGc0Um5NZ1A2Sm8yTndLQlhMWjNzV1pQT1FGbW1oUmIzTWI2TGktS1k5OU14dkV6eEJ0M0NyRjk3cV9DY3F6TWw3RVhleUw2bldLS2UweHFuc0RiWmhwYmZmUHA2WS1icnBNbXlCR2ZJbGVRYV9tQlZoM053ZzJPOVJYZ3Bpd3kxNXp4VmpKb1dQWTM5MU5Wd3haTC1BUXRNazV3Y0hTaDlEOWhRSHd1UTR6NTZtOHdHejE5b21pREw0dVE3cmdybTBDNms3UlItVmZGSWZkX2pXa2VyOE8tMFkycE5oYVdjUHNEdGJ1RHhxdGZSQVhnczR3T0xn0gHTAkFVX3lxTFBieXdYX1BzUE9lbTBaYVRWNXFWeUJKSDVUYUI4b2VjU1pQNktDNGVJUldTX01LQzFoUGdFT2lSTUVsSFRESTJ3d1hfd0Jta0kxbEVTcDc5Q25kVC1GOU0zYkFPZVc3RDVoWmlBaWY0X0hHdGVkSGNzMExEWUtPUUl1UnlsaFVVdTNsZ0pYUFFrNlVRVHR2cXdWaEt0d1o4TE9sSS1sc18wYnBsUXJ5Tm5ob1lIWTduT05Eck5QOXZ1Y3R0czBGM0txSGxXV2FwM1V4NXA3M25ncFJRRFowYlVTZ2pRaVlQd2F1aXRqYnVuMG0zcE5BQVlLT015eHRJcG1GelQ5OVEyS2k3VlFNS2VUejNIZmMtNnVSVVRxOVBJTm8wenJ4N25PNmZidzdzeTkwQnV1SHlLaTNhU3ZjQzRRZGx6RnBTQzlWWUxSdGtwYU5Fcw?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,Zee Samvad Real Heroes Awards 2026: The Kerala Story actress Adah Sharma wins Breakthrough Talent of the year - Bollywood Life,06-02-2026,Bollywood Life,https://news.google.com/rss/articles/CBMi-AFBVV95cUxORENuc28xWm0yc0djUEx5SWRneVhaRUQ2Y1lSN09nSmxCbXhCclFBXzlCcVROdy1jc01NYUdwc2w5MGxyYUF1eUlaMS1hRWVMZzRqOENhclNKQ25aYWY3bXJIUkFuVUhSMlFHM1BWQ01aRi1GbFAwTFo0UzBBM1B3WkhOV1JIT21jenZHbHg0SHhFZU9NcGN3YlhzRDQ0eEYtZVppcm9GaGprMzFGT29CaTZkVGFrRU9adzZfaXNJeDFIdmVHbEN3M1NyXy05RTlOTWF0T3pqcmthMWZ5SDR0eS1hSF9LMll4OWR5eTEtRWh0WWVseEFNddIB_gFBVV95cUxQSlp0NnVBcUM4b1ZyWl9WbUMwZ3FsYVR5R0tKMHI4aUJKNkpwdHlvUU1TOWc0RnBNb2t1RFRGS0xjRlJSTWItLVd5ZjdkMWliZ0ZKQkY2YlhncWt6cUYwREJaYU9Bd3Yxa1NYODRQcE52ZkdPeElzaHREV254MlRVR3NKNWdEdW55YzAwdXFabm1YMVoyM2psSWctMnIwc2ZYSk1TdVpDU1RwcFRVYTNnUjUwZDdiUlF4Vlo0R0FJNEZTYUwwNlRQZ29GVTdTQWE2ajBkbDVOMERBeXRyNHV6ZlU5X2k4ZlRtLUp3UWFYWjBOSklocGF5Z3FYWXhpUQ?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,Vipul A Shah's 'Beyond The Kerala Story' gets a release date; To be out on February 27 - IANS LIVE,05-01-2026,IANS LIVE,https://news.google.com/rss/articles/CBMitwFBVV95cUxOZE9BLWFiZGJmbzhXTlZBMDBKNDVPLUpubFF1Wlg3VTJMSnZ2RTZ0TnNpX2NCejZJTklYQjVkcVJDN0pFajhQNzZwemR6dDRGamtqODJ3YVJXcDk2Wmkxb2pLbnN0YlJhQVNXX3lqOEx4a1MxaUFkQ0hiVmQ0ZzVDZlVrWUx6NWRmcFVUVlREdWE1a2VxeEl4bnFNc3Rhb1pxa05BbUlYSGlyYjRmYnhTaDFzV0lXQmc?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,O Maayi Ri | The Kerala Story 2 | Mannan Shaah | Manoj Muntashir | Shreya Ghoshal | Vipul Amrutlal Shah - Bollywood Hungama,09-02-2026,Bollywood Hungama,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQVU9lNWx6c0d3MllnUUtseXl1bmloOFB1djRiY2E0N2stR3cyWk1iZmhDSm9WMXZpQUxlRTBsS2FnbFFVSTc4M0RxcThkRTFsTmFCa1VQSEtLVHp1MHZiMV9FUVQ0ZWRxZkM4eDlLNWhXRVduMnlSMnBXb3FNMFIwYllvMTMzMUdUWjRGZ2w1M2Rrb0dwX3d0MGo3Mm5RR1lsZGROTkktU3N3YzdFU0I0ak9UM3dqcUJpWEFwVjJvS0ZGeWwxTTY3VlhqU0pGWG9UTDdSNjN6M3hyVWhkaG9F?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,"FTII students condemns national awards for The Kerala Story, calls it ‘weapon, not film’ - Siasat.com",04-08-2025,Siasat.com,https://news.google.com/rss/articles/CBMitwFBVV95cUxNVmNqZGUySWFNdXhfZUNZMFpxQk9lSWo3ZkVqWXg5LTBUYUUwMmVvY01oREJTVzZmY0w3ekVfSlZLZlVYY2duOVlfWE45enQ5OTNzd0t4cXpfYTZxZW9Nd1RlbDRfNEE0WWhiS1M4UVdlbnRqV2kzeGtmdE1VNF9Dd3ZRU281NzUwVmp1azVFUGhwc2JJYmNzLWpnUDI2WU9oM0E0ZzdBcnl6bWxaVTVCTVpNdjNoWDDSAbwBQVVfeXFMTUxCNWZpN3VwV09zWjNQSEZPdXhzb1pZcTktNFFMal81RWZQbndMYnVpdnhqaFdNR1ZkMUVwVk5panFvbFp2ZHBVVHp5aXU5dzNFTWpES1ZBaXVnWG00Sk80VnZZSFhFN2NmU2dISTdDQkhIVHJLaU5EenFzamgzQTJTQkNNRGN6QTV6cmlpRjZQRWtBOUc4RE9weUhoSUZET042SVJIejZUcXV5NGpkU0d3SHBaTUxRV3pxaG0?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,Jeo Baby voices concern over National Awards for recognising ‘shoddily made’ The Kerala Story - Cinema Express,07-08-2025,Cinema Express,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNRFNDYmZKenBQaG11R2FuTWNNMl9lT2psbTNiSEQtS2hOUVVzSXNKeFZNSVctSjNidU90cm5hUEJBUndyb2dLVl9QbHN3Tm93eFZaSl8xX3RLWWtUZ3lwcmQzU2doaVZ3MkRsU0hOSXd2TVVBRDA2SmdSMXU1NUoyOUtiMTAwSml0Nk5EWjNWQVVlQ1p2alpPZWs0aGVjNXdrVDN2ejZWZlhWY1c0YmJ0YXozbmE1WjFIVlpVT0liYVB0TVFnNXV5dzRUbHg0MG5ER1lhRThHei0tUdIB5wFBVV95cUxQYWlJRTFHZW4yQ1NCNF80X2xhVG5SaWtRcjdoYWFncHc3WHpqeE94Q0ZrZ0wzVTlvWEJkUzd5VzU0Qy03TVFPUnZKYUc3Yy1qeFVxV0VmbmtJc3Q5SXVCcDg1LXhicHlUZmVwSWEtTUl2WHE2Z2R5MjBrei1YenRjUkZrNE84dUktRElLUmIxMkJXcUtpb29iMm90Tmw0aU1yX01TRTNnWWl2SXlaaDBOUVpBTjdvaXcyOTBsSHdmbk0yNzVhVndlcF9LMzI1ZGVWNVk3cll0VEwyejVtSnhORmIyQkpzUlk?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,Kerala political leaders slam National film awards for honouring ‘The Kerala Story’ - Greater Kashmir,02-08-2025,Greater Kashmir,https://news.google.com/rss/articles/CBMiwwFBVV95cUxORFRPbm1vWGw0bXhqQmhBZEpLT0V2RG9kbTdOYWVjdjNObGdHWnF4Z2gyQmJ6VktYNW5mbnZxMHJpajZpeGJDT3dmQk0xc0lSLU81Q3VzR1FiVjlEOXpYUWNtd3FTbmpsTVQtUkh4Rlp1WmotWVFoT1lZNnhBUFQ2U0JULWpzeE43WXVUVXZjSjF2al9nZVNFVzRydl9HQzhkc1EwVEhscWVhSFctczI1OUZEWFBqTlpEZUM0NDZDUkVzWVHSAcgBQVVfeXFMTWtNRkV5LXk3Z1VDb2tCOXhQSTJLWUZiUk9RaEFHN2JyVW5Id3M4b1NTVXlxVi1aYVVGRUdmYzFxT2dsYjVqRDFPMTdSV2MzNkxHcTRvWk5lMEdsS2UtTFhRa1ZITGtsVkJHbzhyUGVUNDFwMVc5X0NBLXlSSmVicjBiOGlza1VuWU9YdzlqeEhfVU9nMUJyMXprQU5zMlFJQVhNNDRBaHhFcndNQk01SE55NWdxQmFRQ25QVnNRNS1iaGx2WkNhNUI?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,"Why 'The Kerala Story' Won Two Awards At 71st National Film Awards, Explains Jury Ashutosh Gowariker - BollywoodShaadis",02-08-2025,BollywoodShaadis,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPd1IzeUozOVZkZ3JveWNtWHdaa0JCV2tCN1lHVjMxbzVqMUJ1OW5TeEdjRnNuODF3NkM2NGZwY3M1SjNMVVJxdG9YSnVVTkhCVWlaUmZ0aGhlV2tvMGtfcGJzZmxSUUJxN19CY185Tm9zbVhwXzdpWVFlMnB2bXpfYXBMUlF5a2lWa2dv?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,"The Kerala Story 2- Goes Beyond New Poster: Amidst The Blockbuster Success Of Teaser, Makers Unveil New Poster - Filmibeat",03-02-2026,Filmibeat,https://news.google.com/rss/articles/CBMi6gFBVV95cUxNOUxtNWdUMjZIcDlQOUd2Yk5MSW54M3BvYXVZSGd4cURnT1dWYTJNX19CWXhxVm9KSE84OTRVenpoaFd4Z3FqSTREVW03Q1lLTEI0OUQ0bnc4b01VVzFmc2dodU44UkI1Rl9NQTV0NGc2cWlOVUFHV29VeEFzcTMzMDEwTXhFbks2dm9DOHhYdW9XSDFzU2lmMUcyalIzSU0xc0NRSWJ5UGFXMXJPbzNoZGZUSE8zSzlDWFFzc2M4Q2Jvbk16X2xIMUFLOGw0Y0Ita1hsOWUwdkJXUG81N3Zpa05rdFo3ZTVYbWc?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,When Adah Sharma called 'The Kerala Story' ‘Magical’; actress felt ‘Blessed’ to be part of a pathbreaking - Times of India,05-08-2025,Times of India,https://news.google.com/rss/articles/CBMitAJBVV95cUxQMUE5aVVhMHRzbkR0VXZRUTJmaTFXT2RId0lHLTc3M2FuZjlNWTllVWJrUWk5dm1DRG5WbmVqTGYtOE4wTlJLdl9yRml3VGx2c29IWHk3NzhvY1RMNVR0VWI3bVFSV2EwNThTYlFUNXpCaVV2MXpSZVIycWpDUk5aZ1NOMFRSMmlJZG1rWW4xNHl4OTJMQmhFbDdGREJTbUoyX292c0M5VDNheUVSTWJoOWNjblZsU1VDVmxLQmU4VXNkZDZlc1Brd3lBdU0tWUQ0NVVDSURLU3I2d0tJLTBrUTJHRFFhVFFWejZTRFFaRTNfdFRIT1NWaWhXM3plUjhJWmhYZU9tcjJxVk5CWG9VVy1SUG9NbTNPbGhKZnJPNnE2ODUzbWJNangwSHM4TnZ0TlMzZtIBugJBVV95cUxNamZ0NWp6eEtaWW1INVZQNDJob0hPMXVBX0dxeW0tczQwd3prY244b3lRTFZhTEpUbnBXdWY2SFVKQVFVNEdPdDRITWdjbDhDeFZpWmR0ZDJOdUN4N2pVeFRuamU5ellkTmg2bzBGUm9JdHh6ZlRIRGdsMHFnVlFBZVNyaTB6SUNCM3lTQ3dOZkxkQzU2WV9zNE9CYzZCZWhhTENDRkhQRWRfZC00Y3AtNTV1cVpqOFc0YUVfTWF2Tk53bmxkOWxRWkEtQnVWQ09aOXp1QW80TXVONU82VWpyTGszbnRXQ3dNVGFLaGFQeE1YcTNETW9VOHhJelpqdkFVUTk3X2g3ajZXUU1tZDNXZlhnSjN5Z3JuXzN4UmNHcjlmMXFIdW5Ha2JoYjhyLVZ0T2RpRHZRM0x6dw?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,"NDTV Exclusive: Adah Sharma On The Kerala Story Bagging Two National Awards, ""We Have The Blessings Of The Victims"" - NDTV",02-08-2025,NDTV,https://news.google.com/rss/articles/CBMi6gFBVV95cUxQN1ZINEkyYmtsbExFdmdScEEyblNJWlhwaTVyazJYbkJDR2ZETXdxZHBBWUNTWnZqSk5tcXVaeEMzc3Vsem5ETFZOaTVMWEZ1SGdZenROVDJMUmQ1S1dyZXp4UU1NaWg4dnpJRTZGOVRoRXVicE1UcmpMbTNaYlFhNUtsZFhfRExTYlFiQS1rSFVYb2VkZzVES1ZYOWM4RWhmV1J4VVcxZGNpR2Q3R1VHN2dhaEhDa0dsU3loT05zdFA4ZW1aQnRuRjBVTktzT0FUTGJsVzNuR01WYXlYY0RhZzlGdEZrejRYNlHSAfIBQVVfeXFMTU13Zzd0Q0ZqSGdJdUZGOWotWnM3QWtGcWdxVGNpZVNfdDA1QWY1ZElaamdMY3Z1Uk1QWV9RTXpxMUdOQTZ5eElDZkVjMlQ0T085bm5oa0dIbWhOQi1mYk9Sb1VxMkpfRHd6SFhqYTl2d3EtdXhPSnpGSF9sTTVheUtSX3lLWXE5ZzhkWDVtVkVtZS1OQjBoRVdlaDRCS0hLWU44SHdRVkdndHNfQ2JfcmlaNjF5XzVOUHZ6WUI1S3IxQVV3VlBzSFQ5a0ppXzFMRUpLTnBHZ1VTMDBnSzNDUmNqSlRqRzYwQmNrZURSdXRpaVE?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,Ranjini slams National Award wins for The Kerala Story: What a shame - Cinema Express,03-08-2025,Cinema Express,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNRkFDT2VJdFZGR0ROVkV0S2tocEN4N1VNeGdlbm9nb3Z1WjBERF9zZmJkSW0xRkY0X3E0RjdSQWZoVU1BVkFtUTlhczFZV19sd3RYd293VGlIT1Zwbzk4M2dIQkF0bkVnUTRuQWxHTHhWRVRuNU1KT0FxNHJMMWcxWk5nclZnTGIyVGloZjZGV2R4RlF5MUZXNl9BQUF0STc2Q0dmeVZBREpjRjhwVGRCRDdjOUtaWnJ0VVFRUGxZZWZoUdIBzwFBVV95cUxPRWZvR1I5OUZtTE95RFpvSEpYZUdpaUV0N1podE50QmJxTjR2a2VZRkUxU1F3QXJWYjFDbWduTEVZVEtycHZrTzltWEJ3eERFS3cwS2pESUVhc2JibzUwSURBaXEwSjNsQk5FMTFZR0dualk5Q1JWUzZBd3pWWGl2R3hhUDZCTzh2cl9PdnlTY1ZKa0ZydjVJcGR3QlJ6V0hsMGpyaXo4SHNUR3U1U3BjOXJkaEJ3VWxIN0lxWWpBS2pXSTBTZUh6SHpQUUdtREk?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,71st National Film Awards: Controversial Film The Kerala Story Wins Best Direction And Best Cinematography - NDTV,01-08-2025,NDTV,https://news.google.com/rss/articles/CBMi4gFBVV95cUxPdFp1S0k1SG4xS3ZvOTdIckI0QXFXbVUxMFpzX3VVRTlMTUhNRGpQT0FMbHhjZ1VCcVppd0U1TW1RbUdmTFpCZm1uS3N1RnZFTkE1Mmdsc3NIZFpXdGdtb2JwcUoyRUFFcmpzWl9peVE4QjlkQ3VNaU5VanpVMlJ6SkI0bHRzRnF0QUlwYURXRWdoUHVjOERxLXVBVVRQejNqeTZjcUcxVTFGc2NQd0kwZVU2ZHhZdzVZLWR3RDZMOC1HM29BVnZoMmJUdndGMXJ2MFpQT0V0ZGVDbzQ3Ukg2RUJB0gHqAUFVX3lxTE9XbF94a2dxYzJSNkZNanczakhmLUFZeVNPT29hR0ZweE9QNzhhUUxuNkp1enFKa0kxeG4yNWxWUl9Eb2lyQWhuLS1MVTV6VTlfRWEtaGhaWnU0OHI4YUNUV0J3M0dWNUZJTWMwN2NYS19DcndFcFhjZGp2Y3JicVhaQWpMX1JGOWlWQlRoS1EweWNfLTM3cGs0VTVLQWVyQjFsdU90eVVRaHB5T3dHYjVBR21Qdjc0M0hFd0twcVR2WWRvSDNVZUhSdy16TmZYMFZzU2pzdGZQY2dSdDJUQUlPeHNLdURaa0lEZw?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
The Kerala Story,"‘The Kerala Story 2’ teaser drops: New faces, old theme; release date locked - hungamaexpress.com",30-01-2026,hungamaexpress.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxNRjM4YXZfTzI1WTdBdkxBUEZFLVQzQTA5VjgwRGFtdWQzT3NubEVYbmhGTl84QjdTb2ZxM2hEdVpmVkhZQmwyYk1CUGc0NE5PYWxDZHZPNXE0RWhVWjBRNzV6MlhKYmIyd1lGaXFJN1AxbWJwbVhPNGpPeGwxUVZwU25SMVQ3MnVCYzhRQVZtNFFWamFlaE02VEpLcExmREJ2Z3BKT3htU2RpU05ZYjdacXY5Zw?oc=5&hl=en-US&gl=US&ceid=US:en,Post,0,0,0
